"","stock","sp","c_median","c.l90","c.u90","c.l95","c.u95","Sk","Sk.l90","Sk.u90"
"125","N SEAK Inside-Pink","Pink",0.974913584903837,0.718446179909161,1.35560655205589,0.675524979757895,1.44141737757828,55787164.3111748,25557913.8499966,73952001.6529402
"126","Situk-Pink","Pink",0.330650747782699,0.0334337817178135,0.935490815132692,0.0166444930210909,1.06776918732738,455131.449961763,92301.0782435858,1445951.49313488
"127","Humpy-Pink","Pink",0.302735374742929,0.0307216026444703,0.77252693602172,0.018105268152153,0.87781789584268,277343.102480965,43170.8065247412,636775.675725044
"128","PWS-Pink","Pink",0.652521770223132,0.298386263377208,0.977892519399397,0.236386101226721,1.03927611022325,28227926.2199553,11031089.2252272,39376898.3438526
"129","S CIn-Pink","Pink",0.604480834198416,0.193499055883149,1.00599455467373,0.130985870827639,1.08139859228678,464017.877965662,172064.069330303,705123.224282415
"130","Outer CIn-Pink","Pink",0.729156467118856,0.396280181344608,1.03043665227672,0.347261173856088,1.09574473605323,1596162.78105248,555329.131145376,2280131.10941431
"131","Kamishak-Pink","Pink",0.540436673282356,0.157399613366175,0.993577483376981,0.109902653991479,1.11008316593621,1709699.33473787,324021.984294639,4709954.43357669
"132","Afognak-Pink","Pink",0.276855670053845,0.0228499473808297,0.870762148413348,0.0146039542306919,0.971301413034711,476236.310691621,149105.805786452,4420114.88322892
"133","W Kod-Pink","Pink",0.751392072234901,0.432143020055435,1.1784816406167,0.378688066157877,1.38189739040328,17930185.1502533,7115056.61361852,28426640.332293
"134","Alitak-Pink","Pink",0.599556731340211,0.176054931924955,1.01607445929083,0.112447925881346,1.10639136281675,9905070.2702166,2725674.66300842,21636836.9974205
"135","E Kod-Pink","Pink",0.930233322558361,0.512794288848287,1.65054267127485,0.426862736120562,1.84783593359401,10875452.3148057,4334938.50340092,15813593.1067864
"136","Mainland Kod-Pink","Pink",0.480865760940681,0.168365897894291,0.811268138963173,0.122153428795232,0.880209737795841,14521195.264982,4623682.21786301,22803384.7580758
"137","Chignik Bay-Pink","Pink",0.0945427581122003,0.0132637808951774,0.254143493816581,0.00767680319731685,0.285800743070631,305771.88210492,64735.8045731398,512529.378283382
"138","Central Chig-Pink","Pink",0.725834504546403,0.49962900745118,0.935165604527673,0.449086276080016,0.976350677100257,1580405.13698129,777090.720155543,2094330.14850119
"139","E Chig-Pink","Pink",0.860170211549299,0.685396468473907,1.06135161953867,0.65582292244968,1.10386282027945,2817171.32074933,1084140.65998067,4244516.19737454
"140","W Chig-Pink","Pink",0.244672035845247,0.0296156630599519,0.583926428340191,0.0156506025293835,0.693720990229304,854510.670490363,166551.379930305,1580841.22742131
"141","Perryville-Pink","Pink",0.645106208648535,0.348983381305844,0.952943272810114,0.290644170021844,1.01502229174984,1133358.63513108,405338.563021237,1693688.69098349
"142","SE-SC AKPen-Pink","Pink",0.802579684130962,0.530819676602445,1.07027975678978,0.461451935560232,1.12684308185017,11849709.5318044,4184695.21971665,17386027.9447028
"143","SW-Unimak-Pink","Pink",0.8193262427311,0.543080873503174,1.08900265121946,0.493891898690039,1.16911756551553,4600994.3278159,1696063.10807373,6801891.00751451
"144","NW AKPen-Pink","Pink",0.757116999510724,0.556998097025441,0.948124697264049,0.508689689598089,0.987643500087632,436263.320286359,149745.328239736,627897.428834829
"145","Nushagak-Pink","Pink",0.480823465585224,0.134747375730202,0.825409759870724,0.0832676360101447,0.879866303836483,16270356.4371369,3783840.35579533,26432371.2963157
"146","Unalakleet-Pink","Pink",0.36199440317508,0.0786489927837929,0.701864649533936,0.0391674849035274,0.754986018221153,697970.769028258,138382.154627399,1283750.23947917
"147","Nome-Pink","Pink",0.423006697675502,0.189550831792208,0.676037410327125,0.151613832940714,0.739756463690397,4035820.40642809,890798.379087889,6394506.17197077
"148","Moses-Norton-Pink","Pink",0.655398355289025,0.452024621330976,0.861066686560504,0.418266833943807,0.899571081310832,2595808.0035575,937659.54359174,3756256.89583189
"149","Buskin River-Coho","Coho",0.532473390904555,0.104085570942713,1.29460197823904,0.0545262165755439,2.02367835648045,29617.9624739544,12005.6731355471,47139.5838140505
"150","Kuskokwim River-Coho","Coho",0.535770228960184,0.0688788426082419,2.09854140408685,0.0362161926200582,2.77198004955481,3375188.59044028,1036798.52858171,6684713.73869624
"151","Auke Creek-Coho","Coho",0.581888897811953,0.05846318253385,3.06583072361921,0.0335012501905726,3.90595582983222,1159.12968197246,255.481650987706,2702.69570687193
"152","Berners River-Coho","Coho",0.317673345514725,0.0517894210122383,0.801714053385885,0.0345268798982334,0.911300335278079,36305.2704061038,11090.1397203165,114514.915721238
"153","Ford Arm Lake-Coho","Coho",0.694242078467193,0.063435971492622,3.81610627703515,0.0282032099845464,4.31280755438453,3876.58392526313,998.35616395799,7464.83531056311
"154","Hugh Smith Lake-Coho","Coho",0.747300775541996,0.0868278489835475,3.25028196502551,0.0467713875533642,3.88857148328191,3566.04052218025,1054.35474485818,6217.90867459668
"155","Akwe River-Coho","Coho",0.117182911119671,0.00836326569281406,0.520258139689105,0.00412551937082268,0.628104129331874,12679.2068231422,2355.86171070599,40861.1771154012
"156","East Alsek River-Coho","Coho",0.514352766765726,0.261530249961305,0.795889264645576,0.199222001773946,0.869427518214246,25584.6233403367,9764.14647140342,37857.937975642
"157","Italio River-Coho","Coho",0.200552346697556,0.0241372175573991,0.648770407553711,0.0109370714205847,0.756836653836965,10757.9845445809,2201.0920360898,22689.7998834726
"158","Kaliakh River-Coho","Coho",0.396821550864292,0.0445128606203539,1.01592437081213,0.0223807565538179,1.25440992767192,43556.3788494856,10531.6333642918,106179.600037102
"159","Lost River-Coho","Coho",0.24412222622469,0.0270509798137698,0.649681042194998,0.0163751915003182,0.751655025832625,18144.946505165,4734.25411511132,29835.2688676685
"160","Situk River-Coho","Coho",0.366773440048226,0.0603801447102441,0.768930780662956,0.0358682876656848,0.84682210885475,26268.9222547611,9519.09483723443,40454.1566310947
"161","Tsiu River-Coho","Coho",0.186238137344149,0.0158278415028273,0.679966895819785,0.00763269181110836,0.823141127685233,70016.871728248,17305.6981873037,147630.995864827
"162","Ayakulik-Chinook","Chinook",0.531428491774567,0.109936497098237,1.19345172887565,0.0490634056778509,1.50510250604664,23268.4523075715,8199.02693795981,67439.4888949843
"163","Karluk-Chinook","Chinook",0.778545644209738,0.451458358364011,1.07324637805339,0.393011144501018,1.1348061977284,30643.0453106697,15353.8693460269,40096.1507273228
"164","Chignik-Chinook","Chinook",0.260823882312822,0.0278550895351976,0.830713502694003,0.0138729650105261,0.947110453258959,6542.38121803092,1829.69622684029,20675.1829440142
"165","Nelson-Chinook","Chinook",0.252903128533746,0.0228687114903074,0.771953971090562,0.00731690488499804,0.872091649850762,13919.4546201123,4160.37656199088,35083.1065018611
"166","Goodnews-Chinook","Chinook",0.272663912418726,0.023551733965507,0.873229748746738,0.0103569183307306,0.999517544622803,9099.45821854137,2187.33239977083,17337.3301226522
"167","Andrew Creek-Chinook","Chinook",0.925550869045923,0.701915030290292,1.19794411579913,0.657637036597626,1.28635707803953,6993.4457199367,3537.06652799414,9012.15109555901
"168","Chickamin-Chinook","Chinook",1.2068653441517,1.06092244406179,1.39989883493582,1.03191745280225,1.44313424027725,19376.135404597,11936.77900375,23840.5753273357
"169","Chilkat-Chinook","Chinook",0.875655240909892,0.0954975277676154,4.1037890369541,0.0530103744728282,4.45428548941751,13260.6610402162,3223.95912573868,22708.7369739833
"170","King Salmon River-Chinook","Chinook",1.2494950661596,0.992993480572592,1.5993738615104,0.948115977317593,1.72113857091116,918.310653278687,546.029823686521,1140.5573869792
"171","Stikine-Chinook","Chinook",0.675346830128613,0.191422916578106,1.5032129179387,0.115370290005318,1.90341682395338,92463.4295170342,27673.5940486317,167666.679247098
"172","Unuk-Chinook","Chinook",1.15469519820808,0.947635027601886,1.48609983826085,0.89125569130792,1.56848175346818,26048.6882051726,15442.4565681425,31196.117584616
"173","Alsek-Klukshu-Chinook","Chinook",0.968181086178706,0.0709934458974249,4.53856477112341,0.0324792845680835,4.74007088058214,1655.68991540443,694.721765422666,7252.54961804184
"174","Situk-Chinook","Chinook",0.297024894701462,0.0200025194637745,0.860923256643008,0.0097340945523511,0.966165551494623,7107.93509666959,1398.7523755887,12416.6084305179
"175","Keta-Chinook","Chinook",1.30945089022049,1.24253920799787,1.53994676891698,1.23016231583689,1.61423608774142,3322.48945812144,2261.01786790436,3672.39111638474
"176","Blossom-Chinook","Chinook",1.60391402704016,0.318273058277411,3.77490491066167,0.190265027611252,4.61063097190701,1791.01510859919,757.992557475958,2654.99823053781
"177","Kuskokwim-Chinook","Chinook",0.637139885285759,0.10510953256283,1.73944762676186,0.0590768103335739,2.05664099894603,83982.6882552678,35875.3853401907,124389.45125383
"178","Nushagak-Chinook","Chinook",0.203336101457339,0.0178318567225475,0.855430920503522,0.00914761408516697,0.974365527384624,240278.184066952,74332.7588944093,886817.519165483
"179","Kenai (early)-Chinook","Chinook",0.470851360079412,0.0368304123352737,2.27362521796216,0.0198268008043403,3.04397956329923,10733.3824112182,3376.27057374025,49918.6015154201
"180","Kenai (late)-Chinook","Chinook",0.581940714095429,0.0848912973177096,2.11228019018639,0.0407762369021149,2.83138722070292,74418.2434799101,27891.0094856833,137166.6336596
"181","Unalakleet-Chinook","Chinook",0.694601602389089,0.0857753287776168,2.50472022901435,0.0316666778697828,3.61190112895427,19385.737730786,5969.78700304286,30892.367153437
"182","Cowichan-Chinook","Chinook",0.694411562123836,0.335339844161162,1.06040009017492,0.291144162133152,1.14883917072307,40458.1057061641,12329.7036865006,64359.5943905261
"183","Alsek-Klukshu-Chinook","Chinook",0.797438784662014,0.0836257101187154,4.48713642216153,0.0468701056259013,4.77559925884317,1697.54180233603,661.893842058372,8126.99946702794
"184","Bear Valley Creek-Chinook","Chinook",0.824941555628698,0.594671689437988,1.04150816149503,0.543513651141183,1.08488502152605,5533.77931501121,2884.70093896953,7011.40179199252
"185","Big Creek-Chinook","Chinook",0.5626394059423,0.307965845897363,0.808230546530473,0.257982159860812,0.843489948065189,3772.45550874049,1424.84628832757,5330.2605037119
"186","Camas Creek-Chinook","Chinook",0.729227643169695,0.487147573668857,0.96872677874958,0.440367299356353,1.01815402698324,1188.05352251708,502.032553833,1622.19507462784
"187","Catherine Creek-Chinook","Chinook",0.805008685640574,0.551604139638625,1.02350283286736,0.508012004528399,1.06820331595414,6473.19659236153,2416.22001019163,9262.99426081848
"188","East Fork Salmon River-Chinook","Chinook",0.74411368753251,0.543073239825169,0.941441037217288,0.497875238808592,0.982282090284432,8384.60617112885,3803.80056668436,10966.9869607611
"189","East Fork South Fork Salmon River-Chinook","Chinook",0.744484386008236,0.423134399775203,1.03355146135606,0.329095758653941,1.08517452891076,3931.42614395062,1602.32947151315,5513.90832754191
"190","Entiat River-Chinook","Chinook",0.815036558094211,0.531623624690579,1.12924914778575,0.477830180488066,1.2066607084259,2980.73787177774,1148.93068849608,4343.85040511866
"191","Grande Ronde River Upper Mainstem-Chinook","Chinook",0.654677820777193,0.421438779129545,0.905695170712515,0.380278069875284,0.953515269755677,1997.424648494,707.548128754192,2989.3854553192
"192","Imnaha River Mainstem-Chinook","Chinook",0.611768959862228,0.323403488186747,0.930745261783372,0.268087104898457,1.00752667937206,11244.9821980605,3486.10901971955,18103.1281862381
"193","Lemhi River-Chinook","Chinook",0.836703901869681,0.642711722789685,1.02176963130234,0.610408503898555,1.05497965397567,8458.28126729286,4120.44548206078,10786.8962156874
"194","Loon Creek-Chinook","Chinook",0.620179785359021,0.380544523722351,0.856589407208434,0.334145641324315,0.889108000456323,2246.11769545798,829.157632470185,3162.46240778664
"195","Marsh Creek-Chinook","Chinook",0.615407171632937,0.404939292690547,0.822163281136144,0.358516267350007,0.867398401536208,4141.53880607529,1865.42888203979,5400.66988489118
"196","Methow River-Chinook","Chinook",0.30004762288338,0.0634463557032492,0.588627224080709,0.0411925607976211,0.646667243319062,19928.468376545,4726.49609066246,31665.0892921033
"197","Middle Fork Salmon River Lower Mainstem-Chinook","Chinook",0.724390744319406,0.499167032634831,0.925002456882326,0.462532651282963,0.96024540491341,464.859255883178,136.377507849079,714.659609382074
"198","Middle Fork Salmon River Upper Mainstem-Chinook","Chinook",0.641170571082155,0.383837852559549,0.871935593332761,0.33011821851784,0.921702145106444,3699.61643158633,1152.15735812356,5277.9654572273
"199","Minam River-Chinook","Chinook",0.654405181440233,0.384292317644933,0.915658559702816,0.314896615132051,0.959472930982544,8407.48249943165,3021.90534239054,11946.9411243458
"200","Salmon River Lower Mainstem-Chinook","Chinook",0.724771818985061,0.530061425418816,0.902921716163209,0.473157378864183,0.927344373910825,10430.1817323819,4508.7459662468,14184.7206679781
"201","Salmon River Upper Mainstem-Chinook","Chinook",0.490048910906449,0.240211939737478,0.773635303785531,0.183752863991349,0.832291629816927,8039.46109926655,2008.87992059686,13373.639689966
"202","Secesh River-Chinook","Chinook",0.782573420842311,0.482639288396883,1.09852355255446,0.41569790927273,1.20218809072001,3393.87237353265,1310.80996903131,5105.08296746644
"203","South Fork Salmon River-Chinook","Chinook",0.783171624879619,0.550644264302518,0.995740837657195,0.497896690234646,1.02688179842418,14625.8848966712,7371.58012104924,18520.5117568087
"204","Sulphur Creek-Chinook","Chinook",0.599963885574269,0.37809886636758,0.795455322458274,0.325180458768597,0.827215392395422,1496.63214588257,644.66617906445,2032.88251113273
"205","Tucannon River-Chinook","Chinook",0.377364064111482,0.0398756449948386,0.874994638351141,0.0220052000034652,0.978709825501719,1271.3823294947,293.01530344394,2412.59334807368
"206","Valley Creek-Chinook","Chinook",0.726653319536808,0.525935203066101,0.904921667717823,0.490037209899392,0.950364254654943,3224.90466345734,1369.85697670702,4223.06609749735
"207","Wallowa-Lostine Rivers-Chinook","Chinook",0.71726094455965,0.405761775450688,1.0254010806062,0.344862384756661,1.09610433784721,3088.11779322107,1189.93571917211,4595.17370208353
"208","Wenaha River-Chinook","Chinook",0.878035689352648,0.670162693988446,1.09740621873841,0.628882759608946,1.13399875639178,6301.51959482406,3411.92633719735,7883.58479944864
"209","Wenatchee River-Chinook","Chinook",0.920580617511827,0.664213064306694,1.22490345945415,0.606502962046789,1.28388878060334,14166.5061025662,5918.03920928182,19643.4351334336
"210","Yankee Fork-Chinook","Chinook",0.543069768656826,0.298181586258777,0.745149257739859,0.252558599033022,0.789816068588092,3419.87158054648,1113.44179162502,5478.10515686546
"211","Cedar River-Chinook","Chinook",0.484540409239669,0.0532174547827461,1.13954584487241,0.0320357306196682,1.45591874126946,3446.64031583938,717.743555768943,6349.04191462956
"212","Green River-Chinook","Chinook",0.71777006826068,0.179479804012835,1.38714730727372,0.0940523845554733,1.59841454632834,23189.6257533117,8183.70309839024,33734.3075522258
"213","Lower Sauk River-Chinook","Chinook",0.803483212120685,0.460805056460338,1.16876106181699,0.369807338365308,1.27509366541206,8028.9423525232,2771.24160180393,11630.6936542196
"214","Lower Skagit River-Chinook","Chinook",1.03395850155733,0.654708244716165,1.62072099857738,0.569329859941748,1.78687220126451,20346.0676233028,8142.35014121323,27354.5237445026
"215","Mid-Hood Canal-Chinook","Chinook",0.939766615403204,0.651025763607217,1.38149520662485,0.603832067347438,1.51970513773455,3603.33911123087,1331.1367336231,5132.35146092407
"216","Nisqually River-Chinook","Chinook",0.167785006700741,0.0161157845310762,0.594733965054231,0.00808275553408159,0.706175209128456,4513.73131776787,535.622588395569,9771.87790711446
"217","North Fork Stillaguamish River-Chinook","Chinook",0.376099345943191,0.0334697525592284,1.1612023627188,0.0136522095575638,1.65690376907099,2524.35742863667,403.234355093285,5182.71079278992
"218","Puyallup River-Chinook","Chinook",0.469446175058218,0.0628906549759291,0.991788882444687,0.0326045243479683,1.07824278062618,9347.88638962419,2552.61920612863,15438.5122915046
"219","Skokomish River-Chinook","Chinook",0.407424185633023,0.0680839905156199,0.875849612772843,0.0414056126000206,0.953637057477135,5989.0555341062,1674.58991218761,9236.20934574392
"220","Skykomish River-Chinook","Chinook",0.925206455876254,0.196176104541661,3.21356560901318,0.103600000659882,3.85886314112854,13372.3878803028,4400.98026458167,22054.1788861719
"221","Snoqualmie River-Chinook","Chinook",0.273333776287369,0.0335449459171404,0.736535993924733,0.0155451534003392,0.847457308053113,5733.96266335791,1370.00004993886,10728.841262209
"222","South Fork Stillaguamish River-Chinook","Chinook",0.62892477594874,0.0824828553064451,2.26552297090406,0.0361366732028843,2.80562854117992,550.511688960333,114.943214084649,1105.87351380652
"223","Suiattle River-Chinook","Chinook",0.768737351215984,0.288179343116102,1.57256086364375,0.182944153192691,1.86884156462983,3290.65186622357,972.909885175873,5250.27627579321
"224","Upper Sauk River-Chinook","Chinook",0.749629270794303,0.405094245351154,1.04074785381195,0.32822828030607,1.10483214898364,7624.60246145356,3455.73307973653,10016.6723940244
"225","Upper Skagit River-Chinook","Chinook",0.509515882616903,0.042736922258135,2.67553441341775,0.0207981236090233,3.21104222050844,10743.3815095251,5308.8506013599,56653.4836121289
"226","White River-Chinook","Chinook",0.582866815236649,0.368392601962348,0.790834579244959,0.325491135892408,0.832564036627577,18719.8228850514,4987.97262291516,30819.1132068514
"227","Clackamas River-Chinook","Chinook",0.354922851454329,0.0698579660997881,0.974634913639005,0.0408641082254691,1.13255375328182,4892.13229173297,1732.83693223233,15636.7613732266
"228","Coweeman River-Chinook","Chinook",0.423470018275322,0.113292151862993,0.814301613027931,0.0672485798165095,0.887336181822902,3930.60160212489,887.632992219732,7231.53879840435
"229","Elochoman River-Chinook","Chinook",0.17135263107679,0.0163982279588526,0.65273627802591,0.0100194863837248,0.760647009447086,6368.93350047348,1010.00791981404,21732.3088412006
"230","Grays and Chinook Rivers-Chinook","Chinook",0.346106979685023,0.125639143726851,0.584478285710045,0.0826428622870155,0.635203914039192,4202.89914719018,829.857161775247,7697.53061708806
"231","Kalama River-Chinook","Chinook",0.0959549794120159,0.00699846468477298,0.421107817155552,0.00307002692386332,0.532944457785997,26945.2014876934,2802.16058194373,69071.7611320638
"232","Lewis River Fall-run-Chinook","Chinook",0.280005543305933,0.0302613662811874,0.762520037429943,0.0150047648604809,0.852541440287916,3371.48378606361,639.972033692832,6134.10927600437
"233","Lewis River Late fall-Chinook","Chinook",0.188489995154802,0.0211662162888152,0.747777592105298,0.012280693861922,0.857174248416362,8980.56024101527,2928.23684470617,51344.0285413767
"234","Lower Cowlitz River-Chinook","Chinook",0.528877819559927,0.109112826937039,0.972304147409325,0.0654718853762507,1.08865802810576,39463.59867764,10480.6268200702,65372.2291709893
"235","McKenzie River-Chinook","Chinook",0.144138994945023,0.0143050328165078,0.534759223448976,0.00721393201234952,0.637083382976155,9670.90605808428,1741.72634984254,22124.3384754409
"236","Toutle River-Chinook","Chinook",0.402407530020232,0.087023733289158,0.803748702174615,0.0567334904682273,0.8895594722809,19926.3523050503,3317.17432909014,40037.5923068725
"237","Upper Gorge Tributaries-Chinook","Chinook",0.223894884762128,0.0285520019514323,0.508178206691538,0.0164040231138343,0.559429465462401,2947.99540827806,507.122960965941,5190.25646221069
"238","White Salmon River-Chinook","Chinook",0.424427521761694,0.0653372839706188,0.780086342818058,0.0268928364530655,0.851733624633255,19127.7203750977,3930.93430825076,32728.0701684592
"239","Clackamas River-Coho","Coho",0.484896408777371,0.138484402917328,0.880320119603533,0.0838522324691235,0.956545238666226,21347.9849273848,4204.23116119103,41144.7466568783
"240","Sandy River-Coho","Coho",0.433370963042686,0.0888446082296583,0.844175775622965,0.0563490995449162,0.910528193942431,4831.5093870105,1486.67121058135,7442.50242934885
"241","OCN Rivers-Coho","Coho",0.530037834807089,0.300723039457881,0.764699399533804,0.254140981136776,0.807290666330477,668404.20878367,271696.166475669,954621.063665721
"242","OCN Lakes-Coho","Coho",0.478029136224662,0.244008306691757,0.733998909370117,0.204930316653278,0.806007033084149,78429.4067732691,30125.6910001428,112965.540509412
"243","Clackamas River Early-Coho","Coho",0.499483212509838,0.271184457293673,0.741621425789864,0.237010917099848,0.793703176915118,11028.0914527667,2672.06843702854,19637.0302444261
"244","Clackamas River Late-Coho","Coho",0.661726818208915,0.300667364054553,0.97322426779434,0.256248561907545,1.0316671285832,6023.22426543574,1816.51042346766,8939.49840129624
